division_name,depot_name,route_code,device_imei,event_location,event_date,speed,ignition_status,gps_status,main_battery_status,vehicle_status,running_status,vehicle_reg_no
NASIK,PIMPALGAON,,8.67322E+14,PIMPALGAON Depot,56:47.0,0,1,1,1,ON ROAD,locationEvent,MH20D7840
KOLHAPUR,GAGANBAWDA,,8.69247E+14,"Warna Bhavan, Shivaji Park, Kolhapur, Maharashtra, 416003, India",56:18.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2936
PALGHAR,BOISAR,,8.68997E+14,"Boisar, Palghar, Maharashtra, 401501, India",56:08.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3682
PALGHAR,BOISAR,,8.62818E+14,"Boisar, Palghar, Maharashtra, 401501, India",55:32.0,0,0,2,0,ON ROAD,locationEvent,MH06S8245
PUNE,SHIVAJINAGAR,,8.67322E+14,"Vinayak Nagar, Juni Sangvi, Pune, Pune District, Maharashtra, 411001, India",55:26.0,0,0,1,0,ON ROAD,locationEvent,MH09EM1382
PALGHAR,ARNALA,,8.69247E+14,NALASOPARA Depot,54:18.0,0,0,1,0,ON ROAD,locationEvent,MH09FL0415
PUNE,SHIVAJINAGAR,,8.68997E+14,"Vinayak Nagar, Juni Sangvi, Pune, Pune District, Maharashtra, 411001, India",46:35.0,0,1,1,1,ON ROAD,locationEvent,MH06BW0320
NAGPUR,NAGPUR RURAL 1,,8.62818E+14,"Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India",46:35.0,0,0,1,0,ON ROAD,locationEvent,MH09EM1275
BHANDARA,SAKOLI,,8.62818E+14,"Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",46:12.0,0,0,1,1,ON ROAD,locationEvent,MH401678
WARDHA,HINGANGHAT,,8.62818E+14,"Hinganghat, Wardha, Maharashtra, 442300, India",39:42.0,0,0,1,0,ON ROAD,"lowBatteryAlert,locationEvent",MH408973
AHMADNAGAR,SHEVGAON,,8.69247E+14,SHEVGAON Depot,35:37.0,0,0,1,0,ON ROAD,locationEvent,MH14BT5077
NASIK,NASIK I,,8.67322E+14,NASIK I Depot,34:58.0,0,0,1,0,ON ROAD,locationEvent,MH14BT5067
PALGHAR,BOISAR,,8.68996E+14,"Boisar, Palghar, Maharashtra, 401501, India",33:10.0,0,0,1,0,ON ROAD,locationEvent,MH20BL0990
THANE,VITTHAL WADI,,8.62818E+14,"Vitthalwadi, Vithalawadi Station road, Vitthalwadi, Kalyan, Thane, Maharashtra, 421002, India",32:43.0,0,0,1,1,ON ROAD,locationEvent,MH14BT1731
NEW VEHICLES,NEW VEHICLES,,8.62818E+14,"State Transport Dept Workshop, Shivaji Park, Kolhapur, Maharashtra, 416003, India",32:18.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MB1PREHD5KELE9013
PALGHAR,DAHANU,,8.69247E+14,DAHANU Depot,26:41.0,0,0,1,0,ON ROAD,locationEvent,MH07C7527
DHULE,DHULE,,8.69247E+14,DHULE Depot,26:19.0,0,0,1,0,ON ROAD,locationEvent,MH06S8610
THANE,THANE II,,8.68996E+14,"ST Bus Stand - Khopat, Lal Bahadur Shastri Marg, Kolse Wadi, Naupada, Thane, Maharashtra, 400606, India",26:10.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20D9983
AHMADNAGAR,SHEVGAON,,8.69247E+14,SHEVGAON Depot,25:04.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL4259
SATARA,WAI,,8.68997E+14,WAI Depot,24:25.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent,unauthorizedStopAlert",MH07C9563
PALGHAR,ARNALA,,8.69247E+14,NALASOPARA Depot,16:31.0,0,0,1,0,ON ROAD,"locationEvent,mainBatteryDisconnectAlert",MH09FL0416
RAIGAD,ROHA,,8.62818E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",15:13.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2493
BHANDARA,TUMSAR,,8.62818E+14,"Tumsar, Bhandara, Bhandara, Maharashtra, 441912, India",13:33.0,0,0,1,0,ON ROAD,locationEvent,MH40AQ6084
AURANGABAD,AURANGABAD II,,8.69247E+14,"Guatam Nagar, Osmanpura, Aurangabad, Maharashtra, 431002, India",11:13.0,0,0,1,0,AT DWS,locationEvent,MH20D8486
PALGHAR,BOISAR,,8.62818E+14,"Boisar, Palghar, Maharashtra, 401501, India",11:04.0,0,0,2,0,ON ROAD,locationEvent,MH07C7598
KOLHAPUR,AJRA,,8.62818E+14,"Ajra, Kolhapur, Maharashtra, 416505, India",10:29.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3419
NASIK,SINNAR,,8.67322E+14,SINNAR Depot,09:17.0,0,0,1,0,ON ROAD,locationEvent,MH14BT5002
NAGPUR,SAONER,,8.62818E+14,SAONER - Bus Stop,08:19.0,0,1,2,1,ON ROAD,locationEvent,MH40N8591
SINDHUDURG,KANKAVALI,,8.68997E+14,KANKAVALI Depot,05:07.0,0,0,1,0,ON ROAD,locationEvent,MH20BL1258
LATUR,LATUR,,8.62818E+14,"Mitra Nagar, Latur, Maharashtra, 413512, India",04:39.0,0,0,2,0,ON ROAD,locationEvent,MH20BL3911
LATUR,LATUR,,8.62818E+14,"Mitra Nagar, Latur, Maharashtra, 413512, India",04:30.0,0,0,2,0,ON ROAD,locationEvent,MH20BL2888
SINDHUDURG,KANKAVALI,,8.68997E+14,KANKAVALI Depot,01:01.0,0,0,1,0,ON ROAD,"tiltAlert,locationEvent",MH14BT1401
SINDHUDURG,KANKAVALI,,8.68997E+14,"Kankavli Bus Depot, NH66, Kankavali, Sindhudurg, Maharashtra, 416602, India",59:41.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH14BT2587
RAIGAD,ROHA,,8.62818E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",58:59.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2632
NASIK,SINNAR,,8.67322E+14,"Sinnar, ?????, Nashik, Maharashtra, 422103, India",57:12.0,0,0,1,0,ON ROAD,locationEvent,MH14BT5071
CHANDRAPUR,CHANDRAPUR,,8.62818E+14,GHUGGUS FATA / PADOLI - Bus Stop,55:43.0,0,0,1,0,ON ROAD,locationEvent,MH40N9420
PALGHAR,BOISAR,,8.69247E+14,BOISAR Depot,54:53.0,0,0,1,0,ON ROAD,locationEvent,MH09EM9038
SANGLI,ATPADI,,8.69247E+14,"Chandanwadi, Miraj, ??????, Sangli, Sangli district, Maharashtra, 416400, India",54:12.0,0,0,1,0,ON ROAD,locationEvent,MH12CH7965
PUNE,SWARGATE,,8.68997E+14,SWARGATE Depot,51:57.0,0,1,1,1,ON ROAD,locationEvent,MH06S8113
AURANGABAD,AURANGABAD II,,8.69247E+14,"Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India",49:51.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3830
CHANDRAPUR,CHIMUR,,8.69247E+14,"NH353E, Chimur, Chandrapur, Maharashtra, 442903, India",46:50.0,0,0,1,1,ON ROAD,locationEvent,MH40N9252
AMRAVATI,CHANDUR RAILWAY,,8.69247E+14,"Chandur, Amravati, Maharashtra, 444904, India",46:38.0,0,0,1,0,ON ROAD,locationEvent,MH14BT4359
SANGLI,ATPADI,,8.62818E+14,"Atpadi, Sangli district, Maharashtra, 415300, India",44:42.0,0,0,1,0,ON ROAD,locationEvent,MH20BL4157
BHANDARA,PAONI,,8.62818E+14,PAONI VILLAGE - Bus Stop,43:33.0,0,0,1,0,ON ROAD,locationEvent,MH07C7369
NASIK,SINNAR,,8.68997E+14,SINNAR Depot,41:12.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20D9051
SOLAPUR,BARSHI,,8.62818E+14,BARSHI Depot,40:15.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2567
PALGHAR,BOISAR,,8.62818E+14,"Boisar, Palghar, Maharashtra, 401501, India",39:44.0,0,0,2,0,ON ROAD,locationEvent,MH14BT0170
JALNA,JAFRABAD,,8.62818E+14,"Jalna, Maharashtra, 431200, India",39:25.0,0,0,1,0,ON ROAD,"lowBatteryAlert,locationEvent",MH40N9653
SATARA,KOREGAON,,8.69247E+14,"Koregaon, Satara, Maharashtra, 415500, India",38:34.0,0,0,1,1,ON ROAD,locationEvent,MH40N9344
SOLAPUR,BARSHI,,8.62818E+14,"SH67, Barshi, Solapur, Maharashtra, 413400, India",37:40.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH20D9094
NANDED,MUKHED,,8.69247E+14,"Mukhed, Nanded, Nanded, Maharashtra, India",36:46.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent,unauthorizedStopAlert",MH13CU7059
THANE,VITTHAL WADI,,8.62818E+14,VITTHALWADI - Bus Stop,35:33.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL1045
PALGHAR,ARNALA,,8.62818E+14,"Agashi Rd, Arnala, Palghar, Maharashtra, India",35:24.0,0,0,1,1,ON ROAD,locationEvent,MH20BL0769
MUMBAI,MUMBAI CENTRAL,,8.67322E+14,MANGAON - Bus Stop,34:41.0,0,1,1,1,ON ROAD,locationEvent,MH14BT3957
PALGHAR,BOISAR,,8.68996E+14,"Boisar, Palghar, Maharashtra, 401501, India",30:51.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2091
RATNAGIRI,GUHAGAR,,8.62818E+14,"MSH4, Ratnagiri, Maharashtra, 415703, India",30:40.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH07C7190
PUNE,SWARGATE,,8.67322E+14,"Swargate, Pune, Pune District, Maharashtra, 411001, India",29:13.0,0,0,1,0,ON ROAD,locationEvent,MH11T9252
JALNA,AMBAD,,8.69247E+14,"NH753A;752I, Vrundavan Colony, Jalna, Maharashtra, 431200, India",28:36.0,0,0,1,0,ON ROAD,locationEvent,MH20BL1780
KOLHAPUR,KURANDWAD,,8.62818E+14,"SH137, Kurandvad, Shirol, Kolhapur, Karnataka, 416106, India",24:45.0,0,0,1,0,ON ROAD,locationEvent,MH12EF6112
THANE,VITTHAL WADI,,8.62818E+14,"Vitthalwadi, Vithalawadi Station road, Vitthalwadi, Kalyan, Thane, Maharashtra, 421002, India",24:16.0,0,0,1,0,ON ROAD,locationEvent,MH14BT0206
THANE,VITTHAL WADI,,8.62818E+14,"Vitthalwadi, Vithalawadi Station road, Vitthalwadi, Kalyan, Thane, Maharashtra, 421002, India",23:26.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT4491
LATUR,LATUR,,8.62818E+14,"NH548B, Khadgaon, Latur, Maharashtra, 413512, India",17:12.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3788
PALGHAR,BOISAR,,8.62818E+14,"Boisar, Palghar, Maharashtra, 401501, India",16:51.0,0,0,2,0,ON ROAD,locationEvent,MH07C7405
AMRAVATI,BADNERA,,8.62818E+14,BADNERA - Bus Stop,16:51.0,0,0,2,0,ON ROAD,locationEvent,MH09EM1780
SINDHUDURG,SAWANTWADI,,8.68997E+14,"Kankavali, Sindhudurg, Maharashtra, 416602, India",11:39.0,0,0,1,0,ON ROAD,"lowBatteryAlert,locationEvent",MH07C9235
RATNAGIRI,DAPOLI,,8.69247E+14,"Dapoli ST, SH104, Dapoli, Kulaba, Konkan Division, Maharashtra, 415712, India",08:56.0,0,0,2,0,ON ROAD,locationEvent,MH14BT1764
KOLHAPUR,CHANDGAD,,8.62818E+14,"State Highway 131, Chandgad, Kolhapur, Maharashtra, India",07:09.0,0,0,2,0,ON ROAD,locationEvent,MH14BT3074
KOLHAPUR,ICHALKARANJI,,8.68997E+14,MIRAJ Depot,05:41.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2891
BHANDARA,TUMSAR,,8.62818E+14,TUMSAR - Bus Stop,05:09.0,0,0,1,0,ON ROAD,locationEvent,MH40N9610
SATARA,SATARA,,8.68997E+14,SATARA Depot,03:52.0,0,0,1,1,ON ROAD,"locationEvent,tiltAlert",MH11BL9436
RATNAGIRI,RAJAPUR,,8.69247E+14,RAJAPUR Depot,03:12.0,0,0,1,0,ON ROAD,"locationEvent,mainBatteryDisconnectAlert,stopEvent",MH20D9632
SANGLI,SANGLI,,8.68997E+14,"Sangli Bus Stand, Kolhapur-Sangli Highway, Gaon Bhag, ??????, Sangli, Sangli district, Maharashtra, 416416, India",02:07.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent,lowBatteryAlert",MH06S8365
KOLHAPUR,CHANDGAD,,8.62818E+14,"State Highway 131, Chandgad, Kolhapur, Maharashtra, India",00:41.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent,lowBatteryAlert",MH14BT3120
DHULE,DHULE,,8.69247E+14,DHULE Depot,00:05.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2138
BEED,DHARUR,,8.69247E+14,"NH548C, Bir, Bid, Maharashtra, India",59:19.0,0,0,1,0,ON ROAD,locationEvent,MH13CU6943
AURANGABAD,AURANGABAD II,,8.69247E+14,"NH52, Gadtar, Dhule, Maharashtra, 424001, India",56:42.0,0,1,1,1,ON ROAD,locationEvent,MH18BG1537
PALGHAR,BOISAR,,8.68997E+14,"Boisar, Palghar, Maharashtra, 401501, India",55:19.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH14BT1903
BEED,BEED,,8.69247E+14,BEED Depot,52:55.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL1942
SATARA,PHALTAN,,8.69247E+14,"MSEB Colony, Phaltan, Satara, Maharashtra, 415523, India",47:02.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH40N9281
BHANDARA,SAKOLI,,8.62818E+14,"Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",44:11.0,0,0,2,0,ON ROAD,"locationEvent,lowBatteryResetAlert",MH40N9567
SINDHUDURG,MALVAN,,8.62818E+14,MALVAN Depot,43:07.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH14BT1702
NANDED,NANDED ,,8.62818E+14,N.T.C.MILL - Bus Stop,36:31.0,0,0,1,0,ON ROAD,locationEvent,MH20BL1273
AURANGABAD,AURANGABAD II,,8.69247E+14,"Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India",35:45.0,0,1,1,1,ON ROAD,locationEvent,MH20BL3882
AURANGABAD,PAITHAN,,8.62818E+14,"Paithan Bus Station, SH148, Paithan, Aurangabad, Maharashtra, 431107, India",35:35.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL0593
DHULE,DHULE,,8.69247E+14,"Major District Road 46, Dhule, Maharashtra, 424001, India",33:41.0,0,0,1,0,ON ROAD,locationEvent,MH40AQ6424
OSMANABAD,OSMANABAD,,8.62818E+14,"Osmanabad, Maharashtra, 413500, India",33:21.0,0,0,2,0,ON ROAD,locationEvent,MH40N9759
SOLAPUR,AKKALKOT,,8.62818E+14,"NH652, Akkalkot, Solapur, Maharashtra, 413216, India",32:58.0,0,0,2,0,ON ROAD,locationEvent,MH20BL3653
AMRAVATI,WARUD,,8.62818E+14,"Warud, Amravati, Maharashtra, 444906, India",31:46.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH40N9962
NANDED,NANDED ,,8.62818E+14,"Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",29:53.0,0,0,1,0,ON ROAD,locationEvent,MH07C7476
PALGHAR,BOISAR,,8.62818E+14,"Boisar, Palghar, Maharashtra, 401501, India",28:58.0,0,0,2,0,ON ROAD,locationEvent,MH14BT0168
RATNAGIRI,GUHAGAR,,8.62818E+14,"Ratnagiri, Maharashtra, 415703, India",28:43.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT2431
BHANDARA,SAKOLI,,8.62818E+14,"Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",28:28.0,0,0,1,0,ON ROAD,locationEvent,MH07C9069
NANDED,NANDED ,,8.62818E+14,"Waghala, Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",26:51.0,0,0,1,0,ON ROAD,locationEvent,MH20BL1220
RATNAGIRI,RAJAPUR,,8.62818E+14,"NH66, Rajapur, Ratnagiri, Maharashtra, 416702, India",26:06.0,0,0,1,0,ON ROAD,locationEvent,MH20D8293
PALGHAR,BOISAR,,8.62818E+14,"Boisar, Palghar, Maharashtra, 401501, India",25:23.0,0,0,2,0,ON ROAD,locationEvent,MH20BL1855
DHULE,DHULE,,8.69247E+14,"Major District Road 46, Dhule, Maharashtra, 424001, India",24:48.0,0,0,1,0,ON ROAD,locationEvent,MH14BT1788
KOLHAPUR,AJRA,,8.62818E+14,"Ajra, Kolhapur, Maharashtra, 416505, India",24:36.0,0,0,1,1,ON ROAD,locationEvent,MH14BT0983
KOLHAPUR,AJRA,,8.62818E+14,"Ajra, Kolhapur, Maharashtra, 416505, India",24:02.0,0,0,1,1,ON ROAD,locationEvent,MH12BT4870
KOLHAPUR,AJRA,,8.62818E+14,"Ajra, Kolhapur, Maharashtra, 416505, India",24:01.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3452
AMRAVATI,DARYAPUR,,8.62818E+14,DARYAPUR - Bus Stop,22:12.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH09EM2530
SOLAPUR,AKKALKOT,,8.67322E+14,"NH652, Akkalkot, Solapur, Maharashtra, 413216, India",20:51.0,0,0,1,1,ON ROAD,locationEvent,MH06S8197
KOLHAPUR,SAMBHAJI NAGAR,,8.68997E+14,SAMBHAJI NAGAR Depot,20:29.0,0,0,1,0,ON ROAD,locationEvent,MH14BT1117
SINDHUDURG,KANKAVALI,,8.68997E+14,KANKAVALI Depot,19:54.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH20BL2468
KOLHAPUR,SAMBHAJI NAGAR,,8.68996E+14,"Sambhaji Nagar Bus Stand, SH130, Old More Colony, Rajarampuri, Kolhapur, Maharashtra, 416007, India",18:46.0,0,0,1,0,ON ROAD,"lowBatteryAlert,locationEvent,stopEvent",MH14BT0324
SOLAPUR,BARSHI,,8.62818E+14,BARSHI Depot,16:55.0,0,0,1,1,ON ROAD,locationEvent,MH14BT1175
PUNE,DAUND,,8.62818E+14,"NH160, Veer Savarkar Nagar, Daund, Pune, Pune District, Maharashtra, 413800, India",15:41.0,0,0,1,0,ON ROAD,locationEvent,MH12EF6375
NANDED,NANDED ,,8.62818E+14,"Waghala, Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",15:07.0,0,0,1,0,ON ROAD,locationEvent,MH20BL1013
SOLAPUR,BARSHI,,8.62818E+14,BARSHI Depot,13:00.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2609
SANGLI,SANGLI,,8.62818E+14,"Sangli Bus Stand, Kolhapur-Sangli Highway, Gaon Bhag, ??????, Sangli, Sangli district, Maharashtra, 416416, India",11:50.0,0,0,1,0,ON ROAD,locationEvent,MH09EM1380
AMRAVATI,AMRAVATI,,8.62818E+14,"Amaravati Bus Station, bus stand road, Amravati, Maharashtra, 444600, India",05:54.0,0,1,2,1,ON ROAD,locationEvent,MH14BT0896
RATNAGIRI,DAPOLI,,8.69247E+14,"Dapoli ST, SH104, Dapoli, Kulaba, Konkan Division, Maharashtra, 415712, India",05:36.0,0,0,1,1,ON ROAD,locationEvent,MH20D9940
RATNAGIRI,DAPOLI,,8.62818E+14,"Dapoli ST, SH104, Dapoli, Kulaba, Konkan Division, Maharashtra, 415712, India",04:47.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3660
BHANDARA,TIRODA,,8.62818E+14,TIRODA - Bus Stop,04:25.0,0,0,1,0,ON ROAD,locationEvent,MH40AQ6090
RATNAGIRI,DAPOLI,,8.69247E+14,"Dapoli ST, SH104, Dapoli, Kulaba, Konkan Division, Maharashtra, 415712, India",02:59.0,0,0,1,0,ON ROAD,"lowBatteryAlert,locationEvent",MH40N9730
SANGLI,KAVTHEMAHANKAL,,8.69247E+14,"NH266, Kavathe Mahankal, Kavathemahankal, Sangli district, Maharashtra, 416405, India",02:05.0,7.4,0,1,1,ON ROAD,locationEvent,MH14BT3764
RAIGAD,SHRIVARDHAN,,8.69247E+14,"Pen, Kulaba, Raigad, Maharashtra, India",01:46.0,0,0,1,1,ON ROAD,locationEvent,MH20BL3231
MUMBAI,URAN,,8.62818E+14,"ONGC Uran Refinery, Uran, Kulaba, Raigad, Maharashtra, 400702, India",00:48.0,0,0,2,0,ON ROAD,locationEvent,MH06S9547
THANE,THANE II,,8.67322E+14,THANE CBS - Bus Stop,00:36.0,0,0,1,0,ON ROAD,locationEvent,MH20BL0018
SINDHUDURG,KANKAVALI,,8.68997E+14,"Kankavli Bus Depot, NH66, Kankavali, Sindhudurg, Maharashtra, 416602, India",00:22.0,0,0,1,1,ON ROAD,"locationEvent,tiltAlert",MH06S8552
SANGLI,SANGLI,,8.62818E+14,"Sangli Bus Stand, Kolhapur-Sangli Highway, Gaon Bhag, ??????, Sangli, Sangli district, Maharashtra, 416416, India",59:43.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH06BW0336
PUNE,INDAPUR,,8.62818E+14,"Indapur, Pune District, Maharashtra, 413106, India",59:26.0,0,0,1,0,AT DWS,"mainBatteryDisconnectAlert,locationEvent",MH40N9471
SANGLI,SANGLI,,8.68997E+14,"Sangli Bus Stand, Kolhapur-Sangli Highway, Gaon Bhag, ??????, Sangli, Sangli district, Maharashtra, 416416, India",58:52.0,0,0,1,0,ON ROAD,locationEvent,MH12CH7966
DHULE,DHULE,,8.69247E+14,DHULE Depot,58:46.0,0,0,1,0,ON ROAD,locationEvent,MH06BW0998
RATNAGIRI,GUHAGAR,,8.69247E+14,GUHAGAR Depot,55:21.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH14BT3003
RATNAGIRI,DAPOLI,,8.69247E+14,"Dapoli ST, SH104, Dapoli, Kulaba, Konkan Division, Maharashtra, 415712, India",53:35.0,0,0,1,1,ON ROAD,locationEvent,MH20BL0418
SATARA,PHALTAN,,8.67322E+14,"MSEB Colony, Phaltan, Satara, Maharashtra, 415523, India",52:16.0,0,0,1,1,ON ROAD,locationEvent,MH14BT4435
BHANDARA,TUMSAR,,8.62818E+14,TUMSAR - Bus Stop,51:58.0,5.7,0,1,1,ON ROAD,locationEvent,MH40N8431
NASIK,PIMPALGAON,,8.67322E+14,PIMPALGAON Depot,47:58.0,0,1,1,1,ON ROAD,"locationEvent,emergencyWireCutAlert",MH06S8473
WARDHA,WARDHA,,8.62818E+14,"Wardha, Maharashtra, 442001, India",47:48.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH408985
SINDHUDURG,VIJAYDURG,,8.62818E+14,"MSH4, Pural, Padel Canteen, Sindhudurg, Maharashtra, India",46:23.0,0,0,1,1,ON ROAD,locationEvent,MH20D9953
PUNE,SHIRUR,,8.62818E+14,"Shirur, Pune, Pune District, Maharashtra, 413249, India",44:36.0,0,0,1,0,ON ROAD,locationEvent,MH12EF6404
PALGHAR,BOISAR,,8.68996E+14,"Boisar, Palghar, Maharashtra, 401501, India",43:40.0,0,1,1,1,ON ROAD,locationEvent,MH14BT2982
BHANDARA,TUMSAR,,8.62818E+14,"Tumsar, Bhandara, Bhandara, Maharashtra, 441912, India",43:19.0,0,0,1,0,ON ROAD,"lowBatteryAlert,stopEvent,locationEvent",MH06BW0141
SANGLI,VITA,,8.62818E+14,VITA Depot,41:35.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3718
SANGLI,SANGLI,,8.68997E+14,"Sangli Bus Stand, Kolhapur-Sangli Highway, Gaon Bhag, ??????, Sangli, Sangli district, Maharashtra, 416416, India",41:27.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH14BT5032
WARDHA,HINGANGHAT,,8.69247E+14,"Hinganghat, Wardha, Maharashtra, 442300, India",40:08.0,4.1,0,1,1,ON ROAD,locationEvent,MH14BT0798
RAIGAD,MANGAON,,8.62818E+14,"Mangaon Bus Station, NH66:753F, Mangaon, Kulaba, Raigad, Maharashtra, 402104, India",38:22.0,0,0,1,0,ON ROAD,locationEvent,MH20D8979
DHULE,DHULE,,8.69247E+14,"Major District Road 46, Dhule, Maharashtra, 424001, India",37:50.0,0,0,1,0,ON ROAD,locationEvent,MH20BL1392
RATNAGIRI,LANJA,,8.69247E+14,"NH66, Lanja, Ratnagiri, Maharashtra, India",36:52.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2977
AMRAVATI,AMRAVATI,,8.62818E+14,"Amaravati Bus Station, bus stand road, Amravati, Maharashtra, 444600, India",34:12.0,0,0,2,0,ON ROAD,locationEvent,MH40N8639
WARDHA,HINGANGHAT,,8.62818E+14,"Hinganghat, Wardha, Maharashtra, 442300, India",33:34.0,0,0,1,1,ON ROAD,locationEvent,MH20D9143
AURANGABAD,AURANGABAD II,,8.69247E+14,"Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India",31:43.0,0,0,1,0,ON ROAD,"locationEvent,unauthorizedStopAlert,stopEvent",MH20BL2563
SANGLI,SANGLI,,8.62818E+14,"Chandanwadi, Miraj, ??????, Sangli, Sangli district, Maharashtra, 416400, India",30:06.0,0,0,1,0,ON ROAD,locationEvent,MH40N9529
AMRAVATI,BADNERA,,8.62818E+14,"Badnera, Amravati, Maharashtra, 444700, India",30:05.0,0,0,2,0,ON ROAD,locationEvent,MH06BW1104
DHULE,DHULE,,8.69247E+14,"Major District Road 46, Dhule, Maharashtra, 424001, India",27:37.0,0,1,1,1,ON ROAD,locationEvent,MH14BT2196
PALGHAR,BOISAR,,8.67322E+14,BOISAR Depot,26:05.0,0,1,1,1,ON ROAD,locationEvent,MH14BT2049
DHULE,DHULE,,8.69247E+14,DHULE Depot,25:25.0,0,0,1,1,ON ROAD,locationEvent,MH20BL3480
AURANGABAD,AURANGABAD II,,8.69247E+14,"Aurangabad Central Bus Station, Bus Station Road, Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India",24:40.0,0,0,1,0,ON ROAD,locationEvent,MH06BW0519
THANE,THANE I,,8.67322E+14,"Kolse Wadi, Naupada, Thane, Maharashtra, 400606, India",24:31.0,0,1,1,1,ON ROAD,locationEvent,MH11T9255
PARBHANI,PARBHANI,,8.62818E+14,"Parbhani, Maharashtra, 431400, India",23:25.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH40N9201
PUNE,CHINCHWAD,,8.68997E+14,"Malkapur, Buldhana, Maharashtra, 443100, India",22:15.0,0,0,1,0,ON ROAD,locationEvent,MH07C9045
THANE,VITTHAL WADI,,8.68997E+14,VITTHALWADI - Bus Stop,19:29.0,0,0,1,1,ON ROAD,locationEvent,MH14BT4467
THANE,VITTHAL WADI,,8.62818E+14,"Vitthalwadi, Vithalawadi Station road, Vitthalwadi, Kalyan, Thane, Maharashtra, 421002, India",18:59.0,0,0,2,0,ON ROAD,locationEvent,MH14BT1964
AMRAVATI,DARYAPUR,,8.62818E+14,DARYAPUR - Bus Stop,18:40.0,0,1,1,1,ON ROAD,locationEvent,MH40N8934
PALGHAR,BOISAR,,8.62818E+14,"Boisar, Palghar, Maharashtra, 401501, India",16:51.0,0,0,2,0,ON ROAD,locationEvent,MH07C7531
RAIGAD,MANGAON,,8.62818E+14,"Mangaon Bus Station, NH66:753F, Mangaon, Kulaba, Raigad, Maharashtra, 402104, India",14:26.0,0,0,1,0,ON ROAD,locationEvent,MH20D9440
OSMANABAD,TULJAPUR,,8.62818E+14,"Parbhani, Tuljapur, Osmanabad, Maharashtra, 413600, India",13:55.0,0,0,1,0,AT DWS,"stopEvent,locationEvent,tiltAlert",MH20BL1019
